ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Description
1462221912,Female,No,39,Yes,Fashion Designer,3,Low,1,Dog_6,The specimen is reliable and experienced.
1462219076,Female,Yes,45,No,Scientist,2,Low,2,Dog_6,The specimen is reliable and experienced.
1462218530,Male,No,19,No,Doctor,0,Low,4,Dog_6,The specimen is rather joyful than responsible.
1462224592,Female,No,37,Yes,Scientist,5,Low,1,Dog_2,The specimen is reliable and experienced.
1462220514,Male,No,21,No,Housewife,0,Low,4,Dog_3,The specimen is responsible and hardworking.
1462225841,Female,No,33,Yes,Doctor,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462226511,Female,No,28,No,Scientist,,Low,3,Dog_6,The specimen is responsible and hardworking.
1462224095,Female,No,35,Yes,Fashion Designer,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462225838,Female,No,35,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462226479,Female,No,23,No,Doctor,,Low,4,Dog_6,The specimen is responsible and hardworking.
1462221135,Female,Yes,72,No,Singer,7,Average,3,Dog_6,The specimen is reliable and experienced.
1462224120,Male,Yes,38,Yes,Scientist,4,Average,4,Dog_3,The specimen is reliable and experienced.
1462224413,Female,,22,No,Doctor,0,High,3,Dog_3,The specimen is responsible and hardworking.
1462218576,Male,Yes,55,No,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462226131,Female,Yes,46,Yes,Fashion Designer,9,Average,4,Dog_6,The specimen is reliable and experienced.
1462223550,Male,No,33,Yes,Doctor,0,Low,7,Dog_4,The specimen is reliable and experienced.
1462219561,Female,No,31,No,Scientist,0,Low,1,Dog_3,The specimen is reliable and experienced.
1462221120,Male,Yes,49,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462225543,Male,No,31,Yes,Scientist,,Low,4,Dog_2,The specimen is reliable and experienced.
1462224630,Female,No,25,No,Scientist,1,Low,1,Dog_4,The specimen is responsible and hardworking.
1462219575,Female,No,39,Yes,Fashion Designer,0,Low,,Dog_6,The specimen is reliable and experienced.
1462221489,Female,Yes,40,Yes,Fashion Designer,1,High,3,Dog_6,The specimen is reliable and experienced.
1462221944,Male,Yes,35,Yes,Fashion Designer,9,High,3,Dog_6,The specimen is reliable and experienced.
1462222504,Male,Yes,40,Yes,Scientist,7,Low,2,Dog_3,The specimen is reliable and experienced.
1462220549,Female,Yes,80,Yes,Lawyer,,High,2,Dog_6,The specimen is reliable and experienced.
1462225787,Male,Yes,49,Yes,Fashion Designer,6,Average,2,Dog_6,The specimen is reliable and experienced.
1462225556,Female,No,49,No,Fashion Designer,9,Low,1,Dog_1,The specimen is reliable and experienced.
1462225048,Male,Yes,35,Yes,Singer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462221765,Male,No,27,Yes,Scientist,0,Low,2,Dog_3,The specimen is responsible and hardworking.
1462226374,Female,Yes,56,Yes,,2,Average,2,Dog_6,The specimen is reliable and experienced.
1462218560,,Yes,45,Yes,Scientist,2,Average,2,Dog_6,The specimen is reliable and experienced.
1462224292,Male,Yes,30,Yes,Scientist,8,Average,2,Dog_6,The specimen is reliable and experienced.
1462221316,Female,Yes,39,Yes,Fashion Designer,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462224903,Female,Yes,68,Yes,Lawyer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462224387,Male,No,45,No,Fashion Designer,2,Low,1,Dog_6,The specimen is reliable and experienced.
1462226065,Female,Yes,78,Yes,Lawyer,6,Low,1,Dog_4,The specimen is reliable and experienced.
1462221484,Female,No,39,Yes,Fashion Designer,7,Low,1,Dog_6,The specimen is reliable and experienced.
1462223121,Female,No,23,No,Doctor,1,Low,3,Dog_3,The specimen is responsible and hardworking.
1462222667,Male,No,19,No,Fashion Designer,10,Low,3,Dog_6,The specimen is rather joyful than responsible.
1462224560,Female,No,22,No,Doctor,9,Low,4,Dog_6,The specimen is responsible and hardworking.
1462224049,Male,Yes,72,Yes,HR,8,High,2,Dog_6,The specimen is reliable and experienced.
1462219724,Male,Yes,45,Yes,Fashion Designer,3,Low,1,Dog_6,The specimen is reliable and experienced.
1462223212,Male,No,27,Yes,Doctor,1,Low,5,Dog_6,The specimen is responsible and hardworking.
1462221420,Male,Yes,53,Yes,HR,9,Low,1,Dog_4,The specimen is reliable and experienced.
1462221527,Male,No,52,Yes,Singer,1,Low,1,Dog_3,The specimen is reliable and experienced.
1462219503,Female,Yes,43,Yes,Fashion Designer,2,Average,3,Dog_6,The specimen is reliable and experienced.
1462223958,Male,Yes,55,Yes,HR,9,High,4,Dog_6,The specimen is reliable and experienced.
1462224661,Male,No,25,Yes,Content Creation,,Low,5,Dog_3,The specimen is responsible and hardworking.
1462219288,Male,Yes,55,No,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462225238,Male,Yes,66,Yes,Fashion Designer,,Average,2,Dog_6,The specimen is reliable and experienced.
1462225142,Female,No,23,No,Doctor,4,Low,3,Dog_6,The specimen is responsible and hardworking.
1462225604,Female,No,43,Yes,Singer,8,Low,,Dog_3,The specimen is reliable and experienced.
1462222827,Male,Yes,40,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462226130,Female,Yes,30,Yes,Doctor,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462224986,Male,Yes,61,No,Singer,1,Low,,Dog_6,The specimen is reliable and experienced.
1462224709,Male,No,32,Yes,Doctor,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462220128,Female,Yes,60,Yes,HR,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462225613,Female,Yes,55,Yes,Scientist,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462222655,Female,No,30,Yes,Scientist,1,Low,4,Dog_2,The specimen is reliable and experienced.
1462219326,Male,No,37,Yes,Doctor,8,Low,3,Dog_6,The specimen is reliable and experienced.
1462223509,Female,No,51,Yes,Fashion Designer,0,Low,1,Dog_3,The specimen is reliable and experienced.
1462221014,Female,No,39,No,,,Low,1,Dog_6,The specimen is reliable and experienced.
1462220857,Male,No,33,Yes,Fashion Designer,,Low,1,Dog_6,The specimen is reliable and experienced.
1462226150,Male,Yes,47,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462218485,Male,Yes,67,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462221169,Male,No,18,No,Doctor,1,Low,3,Dog_6,The specimen is rather joyful than responsible.
1462225547,Male,Yes,62,Yes,Singer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462224836,Male,No,46,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462224931,Male,Yes,69,Yes,HR,0,Low,2,Dog_4,The specimen is reliable and experienced.
1462221138,Female,Yes,42,Yes,Fashion Designer,3,High,3,Dog_2,The specimen is reliable and experienced.
1462223836,Male,Yes,52,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462218635,Female,Yes,43,Yes,Fashion Designer,2,Average,2,Dog_6,The specimen is reliable and experienced.
1462223984,Male,No,31,No,Doctor,2,Low,5,Dog_2,The specimen is reliable and experienced.
1462226401,Female,No,32,Yes,Singer,1,Low,5,Dog_6,The specimen is reliable and experienced.
1462224264,Male,Yes,43,Yes,Scientist,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462224341,Female,Yes,56,Yes,Singer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462221147,Female,No,28,Yes,Housewife,11,Low,1,,The specimen is responsible and hardworking.
1462226462,Male,No,19,No,Doctor,4,Low,6,Dog_2,The specimen is rather joyful than responsible.
1462218585,Male,Yes,38,No,HR,0,High,5,Dog_6,The specimen is reliable and experienced.
1462222931,Female,Yes,42,No,Scientist,1,Average,6,Dog_4,The specimen is reliable and experienced.
1462220182,Female,Yes,57,No,Scientist,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462225040,Male,Yes,25,Yes,,,Low,,Dog_7,The specimen is responsible and hardworking.
1462219598,Male,Yes,55,Yes,HR,1,High,3,Dog_6,The specimen is reliable and experienced.
1462225513,Male,Yes,46,Yes,Content Creation,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462225914,Male,No,36,Yes,Fashion Designer,2,Low,1,Dog_4,The specimen is reliable and experienced.
1462220342,Male,No,29,No,Doctor,6,Low,3,Dog_6,The specimen is responsible and hardworking.
1462222786,Female,Yes,43,Yes,Fashion Designer,4,Average,2,Dog_6,The specimen is reliable and experienced.
1462222765,Male,Yes,39,Yes,Fashion Designer,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462223385,Female,Yes,70,Yes,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462222791,Male,No,59,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462222375,Female,No,30,Yes,Doctor,4,Low,4,Dog_6,The specimen is reliable and experienced.
1462225505,Female,No,32,No,Doctor,0,Low,4,Dog_3,The specimen is reliable and experienced.
1462222612,Male,Yes,55,Yes,HR,9,High,2,Dog_6,The specimen is reliable and experienced.
1462221638,Male,Yes,75,No,Lawyer,1,Low,1,Dog_4,The specimen is reliable and experienced.
1462225149,Male,No,46,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462223452,Female,No,60,Yes,Fashion Designer,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462219156,Female,No,26,No,Scientist,0,Low,2,Dog_6,The specimen is responsible and hardworking.
1462226352,Female,No,27,No,,12,Low,3,Dog_6,The specimen is responsible and hardworking.
1462220651,Male,Yes,61,Yes,Singer,1,Low,2,Dog_5,The specimen is reliable and experienced.
1462220721,Female,Yes,50,No,Scientist,0,Low,3,Dog_7,The specimen is reliable and experienced.
1462219468,Male,Yes,25,Yes,Singer,1,Average,2,Dog_6,The specimen is responsible and hardworking.
1462221870,Female,Yes,63,Yes,Fashion Designer,1,High,3,Dog_6,The specimen is reliable and experienced.
1462218614,Male,No,18,No,Doctor,6,Low,4,Dog_4,The specimen is rather joyful than responsible.
1462222599,Female,Yes,46,Yes,Fashion Designer,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462225729,Female,Yes,52,No,Fashion Designer,,Average,4,Dog_4,The specimen is reliable and experienced.
1462222543,Female,Yes,41,No,Content Creation,8,Low,2,Dog_6,The specimen is reliable and experienced.
1462225268,Female,No,28,Yes,Content Creation,0,Low,2,Dog_6,The specimen is responsible and hardworking.
1462221730,Male,Yes,59,Yes,Fashion Designer,4,High,4,Dog_6,The specimen is reliable and experienced.
1462224579,Male,No,42,Yes,Fashion Designer,11,Low,2,Dog_6,The specimen is reliable and experienced.
1462223202,Male,No,27,No,Doctor,10,Low,4,Dog_6,The specimen is responsible and hardworking.
1462221735,Male,Yes,45,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462224041,Female,Yes,28,Yes,Fashion Designer,0,Low,2,Dog_6,The specimen is responsible and hardworking.
1462225812,Female,No,31,No,Housewife,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462223707,Female,No,33,No,Doctor,0,Low,5,Dog_1,The specimen is reliable and experienced.
1462218730,Male,Yes,41,Yes,Fashion Designer,1,Low,2,Dog_4,The specimen is reliable and experienced.
1462221835,Female,No,40,No,Scientist,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462220066,Male,Yes,53,Yes,Fashion Designer,0,High,3,Dog_6,The specimen is reliable and experienced.
1462219402,Male,Yes,75,Yes,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462225249,Female,No,32,No,Doctor,0,Low,,Dog_7,The specimen is reliable and experienced.
1462225903,Female,No,19,No,Doctor,1,Low,4,Dog_6,The specimen is rather joyful than responsible.
1462218694,Female,No,20,No,Content Creation,3,Low,4,Dog_7,The specimen is responsible and hardworking.
1462224928,Male,No,52,Yes,Singer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462219928,Female,Yes,49,Yes,Fashion Designer,,Average,4,Dog_6,The specimen is reliable and experienced.
1462225630,Female,Yes,53,No,Scientist,3,Low,1,Dog_6,The specimen is reliable and experienced.
1462221631,Male,Yes,68,No,Lawyer,2,Low,3,Dog_4,The specimen is reliable and experienced.
1462225940,Male,Yes,40,No,Scientist,3,Low,1,Dog_3,The specimen is reliable and experienced.
1462222344,Female,Yes,37,No,Scientist,,Average,4,Dog_4,The specimen is reliable and experienced.
1462225181,Female,No,27,No,Scientist,0,Low,5,Dog_3,The specimen is responsible and hardworking.
1462223455,Male,Yes,45,Yes,Fashion Designer,,Low,2,Dog_6,The specimen is reliable and experienced.
1462220588,Male,Yes,41,Yes,Fashion Designer,4,Low,4,Dog_6,The specimen is reliable and experienced.
1462223856,Male,Yes,66,Yes,Fashion Designer,1,Low,1,Dog_4,The specimen is reliable and experienced.
1462225272,Male,Yes,68,Yes,Lawyer,,High,2,Dog_6,The specimen is reliable and experienced.
1462225861,Female,No,40,No,Content Creation,,Low,,Dog_6,The specimen is reliable and experienced.
1462222267,Male,Yes,53,Yes,HR,1,High,3,Dog_6,The specimen is reliable and experienced.
1462219743,Male,Yes,28,Yes,Doctor,1,Low,4,Dog_7,The specimen is responsible and hardworking.
1462219055,Male,Yes,66,Yes,Fashion Designer,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462225010,Female,No,46,Yes,Fashion Designer,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462221088,Male,Yes,39,Yes,Fashion Designer,0,Average,2,Dog_2,The specimen is reliable and experienced.
1462219618,Female,Yes,41,Yes,Doctor,6,Average,2,Dog_6,The specimen is reliable and experienced.
1462221216,Female,Yes,39,Yes,Scientist,8,Average,2,Dog_6,The specimen is reliable and experienced.
1462224466,Male,Yes,40,Yes,Scientist,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462225004,Male,No,26,Yes,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462220662,Male,Yes,41,Yes,Singer,9,Average,4,,The specimen is reliable and experienced.
1462224862,Male,Yes,50,Yes,Fashion Designer,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462220913,Male,Yes,47,Yes,Fashion Designer,13,Average,4,Dog_6,The specimen is reliable and experienced.
1462224567,Female,Yes,75,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462226536,Male,Yes,49,Yes,Fashion Designer,,,3,Dog_6,The specimen is reliable and experienced.
1462221561,Female,No,31,Yes,Fashion Designer,,Low,1,Dog_6,The specimen is reliable and experienced.
1462220212,Male,Yes,46,Yes,Housewife,6,Average,3,Dog_3,The specimen is reliable and experienced.
1462221500,Male,No,18,No,Doctor,11,Low,1,Dog_4,The specimen is rather joyful than responsible.
1462224200,Male,Yes,48,No,Content Creation,0,Low,5,Dog_6,The specimen is reliable and experienced.
1462224532,Male,Yes,52,Yes,Singer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462218714,Female,Yes,67,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462221989,Male,Yes,56,Yes,Singer,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462223292,Male,Yes,53,Yes,Fashion Designer,,Average,3,Dog_6,The specimen is reliable and experienced.
1462224182,Male,No,33,No,Singer,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462221372,Male,No,29,No,Singer,1,Low,4,Dog_4,The specimen is responsible and hardworking.
1462222490,Male,No,26,No,Doctor,1,Low,1,Dog_4,The specimen is responsible and hardworking.
1462219348,Male,Yes,28,No,Scientist,0,Low,5,Dog_1,The specimen is responsible and hardworking.
1462223227,Male,No,23,No,Scientist,1,Low,5,Dog_6,The specimen is responsible and hardworking.
1462226426,Male,Yes,68,Yes,Fashion Designer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462225554,Male,Yes,50,Yes,HR,1,High,3,Dog_6,The specimen is reliable and experienced.
1462225043,Male,No,26,Yes,Scientist,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462226156,Male,Yes,35,Yes,Fashion Designer,,Average,4,Dog_6,The specimen is reliable and experienced.
1462223847,Female,Yes,72,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462220819,Male,Yes,36,Yes,Singer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462226299,Male,Yes,42,Yes,Fashion Designer,5,Average,2,Dog_6,The specimen is reliable and experienced.
1462224023,Male,No,32,No,Fashion Designer,0,Low,4,Dog_5,The specimen is reliable and experienced.
1462225405,Female,Yes,47,Yes,Fashion Designer,8,High,2,Dog_6,The specimen is reliable and experienced.
1462221851,Male,Yes,55,Yes,Housewife,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462226210,Male,No,35,Yes,Fashion Designer,0,Low,2,Dog_4,The specimen is reliable and experienced.
1462223459,Female,Yes,42,Yes,Scientist,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462224497,Female,Yes,58,No,Lawyer,0,High,4,Dog_6,The specimen is reliable and experienced.
1462224876,Male,Yes,48,Yes,Singer,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462219009,Male,Yes,35,No,Fashion Designer,9,Average,3,Dog_6,The specimen is reliable and experienced.
1462223736,Male,Yes,51,No,HR,,High,4,Dog_6,The specimen is reliable and experienced.
1462224352,Female,No,20,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462224704,Female,Yes,45,Yes,Fashion Designer,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462226163,Male,No,31,Yes,Singer,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462224653,Female,No,32,No,Doctor,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462222795,Female,No,42,Yes,Content Creation,10,Low,3,Dog_6,The specimen is reliable and experienced.
1462221807,Female,,43,No,Scientist,8,Average,5,Dog_4,The specimen is reliable and experienced.
1462224435,Female,Yes,33,Yes,Scientist,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462222364,Female,No,25,No,Scientist,,Low,7,Dog_6,The specimen is responsible and hardworking.
1462222459,Female,Yes,30,Yes,Scientist,4,Low,2,Dog_6,The specimen is reliable and experienced.
1462220006,Male,Yes,67,Yes,HR,1,High,3,Dog_6,The specimen is reliable and experienced.
1462221442,Female,No,32,Yes,Content Creation,8,Low,6,Dog_1,The specimen is reliable and experienced.
1462225472,Female,Yes,87,Yes,Lawyer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462222539,Male,Yes,68,Yes,Lawyer,,High,2,Dog_6,The specimen is reliable and experienced.
1462218676,Male,Yes,59,Yes,Fashion Designer,7,Low,2,Dog_6,The specimen is reliable and experienced.
1462223116,Male,Yes,27,No,Singer,4,Low,4,Dog_3,The specimen is responsible and hardworking.
1462225475,Male,Yes,63,Yes,Singer,6,Low,2,Dog_6,The specimen is reliable and experienced.
1462222678,Female,No,31,Yes,Singer,9,Low,3,Dog_7,The specimen is reliable and experienced.
1462226291,Male,No,25,No,Singer,0,Low,3,Dog_6,The specimen is responsible and hardworking.
1462221412,Female,No,32,No,Housewife,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462224116,Male,Yes,82,Yes,Lawyer,,Low,2,Dog_6,The specimen is reliable and experienced.
1462218921,Male,Yes,42,Yes,Fashion Designer,0,Low,3,Dog_4,The specimen is reliable and experienced.
1462219775,Female,No,40,Yes,Fashion Designer,6,Low,2,Dog_6,The specimen is reliable and experienced.
1462219576,Female,No,26,Yes,Doctor,1,Low,2,Dog_6,The specimen is responsible and hardworking.
1462221178,Male,Yes,39,No,Fashion Designer,,Low,2,Dog_4,The specimen is reliable and experienced.
1462225535,Male,Yes,26,No,Scientist,9,Average,2,Dog_6,The specimen is responsible and hardworking.
1462224521,Male,No,21,No,Doctor,13,Low,6,Dog_6,The specimen is responsible and hardworking.
1462219847,Male,No,30,No,Scientist,1,Low,4,Dog_3,The specimen is reliable and experienced.
1462219440,Female,No,36,Yes,Singer,,Low,1,Dog_3,The specimen is reliable and experienced.
1462221585,Male,No,38,Yes,Doctor,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462220643,Male,No,27,Yes,Doctor,,Low,3,Dog_2,The specimen is responsible and hardworking.
1462220717,Male,Yes,73,No,HR,1,Low,,Dog_6,The specimen is reliable and experienced.
1462222026,Male,Yes,52,Yes,Fashion Designer,1,Average,4,Dog_3,The specimen is reliable and experienced.
1462218661,Female,No,31,Yes,Scientist,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462219059,Male,Yes,46,Yes,Fashion Designer,11,Average,5,Dog_6,The specimen is reliable and experienced.
1462219044,Male,Yes,28,No,Singer,8,Average,4,Dog_7,The specimen is responsible and hardworking.
1462221103,Male,No,33,No,Scientist,1,Low,2,Dog_3,The specimen is reliable and experienced.
1462218611,Male,No,35,Yes,Singer,8,Low,5,Dog_6,The specimen is reliable and experienced.
1462224381,Male,Yes,62,Yes,Fashion Designer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462219606,Female,No,42,Yes,Fashion Designer,1,Low,2,Dog_5,The specimen is reliable and experienced.
1462223838,Male,No,20,No,Doctor,5,Low,4,Dog_3,The specimen is responsible and hardworking.
1462220808,Female,No,33,Yes,Doctor,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462223481,Female,No,30,Yes,Doctor,0,Low,4,Dog_4,The specimen is reliable and experienced.
1462220046,Male,No,18,No,Content Creation,1,Low,6,Dog_3,The specimen is rather joyful than responsible.
1462221900,Male,No,37,Yes,Scientist,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462220816,Female,Yes,57,Yes,Fashion Designer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462219833,Male,Yes,77,Yes,Lawyer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462224390,Male,Yes,53,Yes,Scientist,4,Low,3,Dog_3,The specimen is reliable and experienced.
1462222058,Male,Yes,42,Yes,HR,0,High,2,Dog_6,The specimen is reliable and experienced.
1462221584,Male,Yes,65,No,HR,,High,2,Dog_6,The specimen is reliable and experienced.
1462224821,Female,No,68,Yes,Scientist,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462220869,Male,No,31,Yes,Fashion Designer,1,Low,5,Dog_6,The specimen is reliable and experienced.
1462222923,Male,Yes,36,Yes,Fashion Designer,8,Average,2,Dog_6,The specimen is reliable and experienced.
1462224960,Male,Yes,43,Yes,Fashion Designer,,Average,4,Dog_4,The specimen is reliable and experienced.
1462225808,Female,Yes,63,Yes,Fashion Designer,4,Average,4,Dog_6,The specimen is reliable and experienced.
1462219262,Male,No,27,No,Doctor,2,Low,4,Dog_3,The specimen is responsible and hardworking.
1462226512,Male,,45,Yes,Fashion Designer,1,Low,,Dog_6,The specimen is reliable and experienced.
1462222056,Male,No,32,Yes,Doctor,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462221828,Female,No,31,Yes,Doctor,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462219513,Male,Yes,62,Yes,Fashion Designer,1,Average,3,Dog_3,The specimen is reliable and experienced.
1462219223,Female,Yes,35,No,Scientist,2,Average,6,Dog_2,The specimen is reliable and experienced.
1462219908,Male,Yes,35,No,Fashion Designer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462221725,Female,No,40,No,Scientist,14,Low,6,Dog_7,The specimen is reliable and experienced.
1462220367,Male,Yes,48,Yes,Fashion Designer,,Low,6,Dog_6,The specimen is reliable and experienced.
1462218859,Male,Yes,56,No,Fashion Designer,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462225258,Male,No,43,No,Fashion Designer,0,Low,1,Dog_3,The specimen is reliable and experienced.
1462219373,Female,Yes,31,No,Scientist,8,Low,2,Dog_4,The specimen is reliable and experienced.
1462218986,Female,Yes,57,Yes,Scientist,1,Low,2,Dog_7,The specimen is reliable and experienced.
1462223695,Male,Yes,35,Yes,Doctor,5,High,4,Dog_6,The specimen is reliable and experienced.
1462224127,Female,No,26,No,Content Creation,0,Low,4,Dog_4,The specimen is responsible and hardworking.
1462222306,Male,Yes,81,No,HR,,High,2,Dog_6,The specimen is reliable and experienced.
1462225447,Female,Yes,36,Yes,Scientist,11,Low,2,Dog_4,The specimen is reliable and experienced.
1462219753,Male,No,53,No,Singer,1,Low,,Dog_6,The specimen is reliable and experienced.
1462219906,Male,No,27,Yes,Fashion Designer,8,Low,6,Dog_6,The specimen is responsible and hardworking.
1462224364,Male,No,33,Yes,Doctor,,Low,5,Dog_6,The specimen is reliable and experienced.
1462218702,Female,No,35,,Fashion Designer,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462225712,Male,Yes,35,Yes,HR,6,Average,4,Dog_6,The specimen is reliable and experienced.
1462224458,Male,No,31,Yes,Scientist,8,Low,6,Dog_2,The specimen is reliable and experienced.
1462224454,Female,Yes,32,Yes,Fashion Designer,8,Low,3,Dog_6,The specimen is reliable and experienced.
1462225893,Male,Yes,35,Yes,Fashion Designer,1,High,3,Dog_6,The specimen is reliable and experienced.
1462222875,Male,No,43,Yes,Scientist,0,Low,,Dog_6,The specimen is reliable and experienced.
1462223198,Male,No,19,No,Doctor,0,Low,3,Dog_6,The specimen is rather joyful than responsible.
1462223968,Female,No,33,Yes,Scientist,0,Low,4,Dog_6,The specimen is reliable and experienced.
1462219983,Male,Yes,50,Yes,Scientist,,Average,4,Dog_3,The specimen is reliable and experienced.
1462226016,Male,No,36,Yes,Singer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462226336,Female,Yes,51,Yes,,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462221454,Female,Yes,45,Yes,Fashion Designer,,Average,2,Dog_6,The specimen is reliable and experienced.
1462226343,Female,Yes,41,,Fashion Designer,1,High,5,Dog_7,The specimen is reliable and experienced.
1462219034,Male,Yes,51,Yes,Housewife,1,Low,,Dog_4,The specimen is reliable and experienced.
1462222179,Male,Yes,46,Yes,Content Creation,,Low,1,Dog_6,The specimen is reliable and experienced.
1462222298,Male,Yes,28,No,HR,0,Average,3,Dog_6,The specimen is responsible and hardworking.
1462220865,Male,Yes,38,Yes,Fashion Designer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462224707,Female,No,37,Yes,Doctor,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462222169,Female,No,26,Yes,Content Creation,0,Low,2,Dog_3,The specimen is responsible and hardworking.
1462222854,Female,,31,No,Scientist,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462218569,Female,Yes,36,Yes,Fashion Designer,5,Low,2,Dog_6,The specimen is reliable and experienced.
1462222806,Female,Yes,52,No,Scientist,9,Average,5,Dog_4,The specimen is reliable and experienced.
1462221915,Female,Yes,33,Yes,Scientist,2,Average,2,Dog_6,The specimen is reliable and experienced.
1462221903,Female,Yes,42,No,Scientist,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462218593,Female,No,39,Yes,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462226166,Female,Yes,63,Yes,Fashion Designer,7,Average,3,Dog_6,The specimen is reliable and experienced.
1462220900,Male,Yes,40,Yes,Fashion Designer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462225621,Female,No,33,Yes,Scientist,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462222617,Male,,48,Yes,HR,0,Low,2,Dog_1,The specimen is reliable and experienced.
1462224279,Male,Yes,81,Yes,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462222317,Female,No,39,Yes,Fashion Designer,5,Low,3,Dog_6,The specimen is reliable and experienced.
1462225243,Female,No,31,No,Singer,9,Low,4,Dog_6,The specimen is reliable and experienced.
1462222166,Male,No,20,No,Doctor,6,Low,3,Dog_6,The specimen is responsible and hardworking.
1462221293,Female,Yes,50,Yes,Scientist,2,Average,3,Dog_6,The specimen is reliable and experienced.
